year;sex;age;rate
2004;1;0;0.000363636645146753
2004;1;1;0.000302518690556394
2004;1;2;0.000252399003877098
2004;1;3;0.000212097778727457
2004;1;4;0.000180488814563431
2004;1;5;0.000156453859045771
2004;1;6;0.00013894521857093
2004;1;7;0.000127068757836786
2004;1;8;0.000120148689077425
2004;1;9;0.000117766418812451
2004;1;10;0.00011977917882231
2004;1;11;0.000126325466721816
2004;1;12;0.00013781873862928
2004;1;13;0.000154921846841845
2004;1;14;0.00017848478932039
2004;1;15;0.000209420576707302
2004;1;16;0.000248494114113316
2004;1;17;0.000296015175092279
2004;1;18;0.000351465641972481
2004;1;19;0.000413149854269659
2004;1;20;0.000478012221936344
2004;1;21;0.000541776662226472
2004;1;22;0.000599489775396512
2004;1;23;0.000646396751082102
2004;1;24;0.000678911446933237
2004;1;25;0.000695360774546909
2004;1;26;0.000696253088381326
2004;1;27;0.000684011863144181
2004;1;28;0.00066232202001089
2004;1;29;0.000635348771702173
2004;1;30;0.000607070968072017
2004;1;31;0.000580864989424752
2004;1;32;0.000559355319037405
2004;1;33;0.000544467724438556
2004;1;34;0.000537594008059573
2004;1;35;0.000539788279717245
2004;1;36;0.000551940682206965
2004;1;37;0.000574898850845721
2004;1;38;0.000609523427119545
2004;1;39;0.000656672389437244
2004;1;40;0.000717114082036791
2004;1;41;0.000791375494886943
2004;1;42;0.000879544010133476
2004;1;43;0.000981057757930381
2004;1;44;0.00109453768451009
2004;1;45;0.00121772479175565
2004;1;46;0.00134757864014209
2004;1;47;0.00148056231459473
2004;1;48;0.00161308917447222
2004;1;49;0.00174205426572801
2004;1;50;0.00186534041319766
2004;1;51;0.00198219187976746
2004;1;52;0.00209338731085217
2004;1;53;0.00220120198437477
2004;1;54;0.00230920310524802
2004;1;55;0.00242195211919985
2004;1;56;0.00254468899552339
2004;1;57;0.00268305199684276
2004;1;58;0.00284285567724474
2004;1;59;0.00302992195389413
2004;1;60;0.0032499415895257
2004;1;61;0.00350833886351089
2004;1;62;0.00381011990874037
2004;1;63;0.00415970284754291
2004;1;64;0.00456075208554149
2004;1;65;0.00501606502372034
2004;1;66;0.00552758021867918
2004;1;67;0.00609658371901306
2004;1;68;0.00672417843925659
2004;1;69;0.00741204869776533
2004;1;70;0.00816350520615165
2004;1;71;0.00898474923791191
2004;1;72;0.00988626551906538
2004;1;73;0.010884253680974
2004;1;74;0.012002038486831
2004;1;75;0.0132714470356981
2004;1;76;0.0147341856401714
2004;1;77;0.0164432678939195
2004;1;78;0.018464522060757
2004;1;79;0.0208781325984639
2004;1;80;0.0237800487066656
2004;1;81;0.0272829329929459
2004;1;82;0.0315161492312243
2004;1;83;0.0366241429445878
2004;1;84;0.042762521409677
2004;1;85;0.0500912832938038
2004;1;86;0.0587650761226157
2004;1;87;0.0689211177745363
2004;1;88;0.0806664364155456
2004;1;89;0.0940671225673499
2004;1;90;0.109142949949137
2004;1;91;0.125870571113985
2004;1;92;0.144197264834618
2004;1;93;0.164065020557127
2004;1;94;0.185442144786104
2004;1;95;0.208357366158128
2004;1;96;0.232930265611738
2004;1;97;0.259391924378252
2004;1;98;0.288090485850012
2004;1;99;0.319476941628088
2004;1;100;0.354065914233063
2004;2;0;0.000276599731003722
2004;2;1;0.000235587671470832
2004;2;2;0.000201073021819702
2004;2;3;0.000172502554501086
2004;2;4;0.000149337762096539
2004;2;5;0.000131012453902275
2004;2;6;0.000116954657249318
2004;2;7;0.000106627962305862
2004;2;8;0.0000995679833076567
2004;2;9;0.0000954045353178426
2004;2;10;0.0000938684806555877
2004;2;11;0.0000947852424676876
2004;2;12;0.0000980568519199407
2004;2;13;0.000103633101055298
2004;2;14;0.000111471484958194
2004;2;15;0.000121486309797521
2004;2;16;0.000133490370242309
2004;2;17;0.000147137924380852
2004;2;18;0.000161883872456013
2004;2;19;0.00017697789880198
2004;2;20;0.000191509759934819
2004;2;21;0.0002045102449539
2004;2;22;0.000215093397358327
2004;2;23;0.000222606766450471
2004;2;24;0.000226747814260891
2004;2;25;0.000227612629241351
2004;2;26;0.000225665542486155
2004;2;27;0.000221644650555616
2004;2;28;0.00021643637373973
